,date,parks,away,home,homewin,etcs,times,day,visit,place,number_audience
660,2018/09/09,마산,롯데,NC,win,-, 14:00 ,일,롯데,마산,8091
661,2018/09/11,사직,두산,롯데,lose,-, 18:30 ,화,두산,사직,8990
662,2018/09/12,사직,두산,롯데,lose,-, 18:30 ,수,두산,사직,7021
663,2018/09/18,잠실,롯데,LG,lose,-, 18:30 ,화,롯데,잠실,11101
664,2018/09/19,잠실,롯데,LG,lose,-, 18:30 ,수,롯데,잠실,10126
665,2018/09/20,사직,KT,롯데,win,-, 18:30 ,목,KT,사직,3709
666,2018/09/25,사직,NC,롯데,win,-, 14:00 ,화,NC,사직,13850
667,2018/09/26,사직,NC,롯데,win,-, 14:00 ,수,NC,사직,10253
668,2018/09/29,수원,롯데,KT,lose,-, 17:00 ,토,롯데,수원,14290
669,2018/09/30,수원,롯데,KT,lose,-, 14:00 ,일,롯데,수원,11983
670,2018/09/13,잠실,KT,두산,win,-, 18:30 ,목,KT,잠실,9214
671,2018/09/14,잠실,KT,두산,win,-, 18:30 ,금,KT,잠실,10124
672,2018/09/15,잠실,NC,두산,lose,-, 17:00 ,토,NC,잠실,16558
673,2018/09/16,잠실,NC,두산,win,-, 14:00 ,일,NC,잠실,13214
674,2018/09/20,잠실,두산,LG,lose,-, 18:30 ,목,두산,잠실,12019
675,2018/09/21,잠실,두산,LG,lose,-, 18:30 ,금,두산,잠실,17031
676,2018/09/22,마산,두산,NC,lose,-, 17:00 ,토,두산,마산,8182
677,2018/09/23,마산,두산,NC,win,-, 14:00 ,일,두산,마산,6035
678,2018/09/29,잠실,LG,두산,win,-, 17:00 ,토,LG,잠실,24183
679,2018/09/30,잠실,LG,두산,win,-, 14:00 ,일,LG,잠실,19274
680,2018/09/04,수원,LG,KT,win,-, 18:30 ,화,LG,수원,4287
681,2018/09/05,수원,LG,KT,lose,-, 18:30 ,수,LG,수원,4251
682,2018/09/06,잠실,NC,LG,win,-, 18:30 ,목,NC,잠실,6944
683,2018/09/07,잠실,NC,LG,lose,-, 18:30 ,금,NC,잠실,7917
684,2018/09/22,잠실,KT,LG,lose,-, 17:00 ,토,KT,잠실,13314
685,2018/09/23,잠실,KT,LG,win,-, 14:00 ,일,KT,잠실,9444
686,2018/10/02,문학,롯데,SK,lose,-, 18:30 ,화,롯데,문학,13782
687,2018/10/04,문학,KIA,SK,lose,-, 18:30 ,목,KIA,문학,13556
688,2018/10/06,문학,KIA,SK,lose,-, 15:00 ,토,KIA,문학,9241
689,2018/10/06,문학,KIA,SK,lose,-, 15:00 ,토,KIA,문학,22002
690,2018/10/03,대전,롯데,한화,win,-, 14:00 ,수,롯데,대전,13000
691,2018/10/04,대전,롯데,한화,lose,-, 18:30 ,목,롯데,대전,9555
692,2018/10/06,사직,한화,롯데,win,-, 17:00 ,토,한화,사직,9449
693,2018/10/09,수원,한화,KT,lose,-, 14:00 ,화,한화,수원,20512
694,2018/10/10,광주,한화,KIA,win,-, 18:30 ,수,한화,광주,6133
695,2018/10/13,대전,NC,한화,win,-, 17:00 ,토,NC,대전,13000
696,2018/10/06,마산,넥센,NC,win,-, 17:00 ,토,넥센,마산,5297
697,2018/10/12,수원,넥센,KT,lose,-, 18:30 ,금,넥센,수원,10268
698,2018/10/13,대구,넥센,삼성,win,-, 17:00 ,토,넥센,대구,24000
699,2018/10/02,광주,NC,KIA,lose,-, 18:30 ,화,NC,광주,8886
700,2018/10/03,대구,KIA,삼성,win,-, 14:00 ,수,KIA,대구,19432
701,2018/10/06,수원,삼성,KT,win,-, 17:00 ,토,삼성,수원,8291
702,2018/10/09,문학,삼성,SK,lose,-, 14:00 ,화,삼성,문학,22031
703,2018/10/07,마산,롯데,NC,lose,-, 14:00 ,일,롯데,마산,11000
704,2018/10/09,사직,KIA,롯데,win,-, 14:00 ,화,KIA,사직,25000
705,2018/10/10,사직,KT,롯데,lose,-, 15:00 ,수,KT,사직,4793
706,2018/10/10,사직,KT,롯데,lose,-, 15:00 ,수,KT,사직,11528
707,2018/10/06,잠실,LG,두산,lose,-, 17:00 ,토,LG,잠실,19891
708,2018/10/07,잠실,KIA,두산,win,-, 14:00 ,일,KIA,잠실,25000
709,2018/10/10,잠실,SK,두산,lose,-, 18:30 ,수,SK,잠실,11126
710,2018/10/11,잠실,SK,두산,win,-, 18:30 ,목,SK,잠실,10987
711,2018/10/12,잠실,NC,두산,win,-, 18:30 ,금,NC,잠실,10914
712,2018/10/13,잠실,KT,두산,lose,-, 17:00 ,토,KT,잠실,18528
713,2018/10/14,사직,두산,롯데,lose,-, 14:00 ,일,두산,사직,6414
714,2018/10/02,잠실,KT,LG,win,-, 18:30 ,화,KT,잠실,5512
715,2018/10/03,잠실,KT,LG,lose,-, 14:00 ,수,KT,잠실,11896
716,2018/10/13,문학,LG,SK,lose,-, 17:00 ,토,LG,문학,22399
717,2018/10/11,,,KIA,,,,목,롯데,광주,7745
718,2018/10/12,,,KIA,,,,금,롯데,광주,12318
719,2018/10/13,,,KIA,,,,토,롯데,광주,15640
